NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;PIT_TIME;CLASS;GROUP;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;INT-1_time;INT-1_elapsed;IM2a_time;IM2a_elapsed;INT-2_time;INT-2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed
12;1;15;1:57.086;0;;39.617;0;38.565;0;38.904;0;118.0;32:40.018;14:38:28.841;0:39.617;0:38.565;0:38.904;183.1;;Am;;Toyota Gazoo Racing;GF;39.617;38.565;38.904;16.554;16.554;23.063;39.617;15.824;55.441;22.741;1:18.182;14.588;1:32.770;24.316;1:57.086
12;1;16;1:56.858;0;;39.494;0;38.501;0;38.863;0;118.2;34:36.876;14:40:25.699;0:39.494;0:38.501;0:38.863;181.2;;Am;;Toyota Gazoo Racing;GF;39.494;38.501;38.863;16.590;16.590;22.904;39.494;15.992;55.486;22.509;1:17.995;14.72;1:32.715;24.143;1:56.858
12;1;17;1:56.520;0;;39.421;0;38.342;0;38.757;0;118.6;36:33.396;14:42:22.219;0:39.421;0:38.342;0:38.757;183.1;;Am;;Toyota Gazoo Racing;GF;39.421;38.342;38.757;16.249;16.249;23.172;39.421;15.801;55.222;22.541;1:17.763;14.686;1:32.449;24.071;1:56.520
12;1;18;2:10.060;0;;52.870;0;38.135;0;39.055;0;106.2;38:43.456;14:44:32.279;0:52.870;0:38.135;0:39.055;182.1;;Am;;Toyota Gazoo Racing;GF;52.87;38.135;39.055;28.605;28.605;24.265;52.870;15.739;1:08.609;22.396;1:31.005;14.89;1:45.895;24.165;2:10.060
12;1;19;1:56.956;0;;39.776;0;38.495;0;38.685;0;118.1;40:40.412;14:46:29.235;0:39.776;0:38.495;0:38.685;184.3;;Am;;Toyota Gazoo Racing;GF;39.776;38.495;38.685;16.559;16.559;23.217;39.776;15.974;55.750;22.521;1:18.271;14.695;1:32.966;23.99;1:56.956
12;1;20;1:56.337;0;;39.859;0;38.095;0;38.383;2;118.8;42:36.749;14:48:25.572;0:39.859;0:38.095;0:38.383;185.2;;Am;;Toyota Gazoo Racing;GF;39.859;38.095;38.383;16.483;16.483;23.376;39.859;15.807;55.666;22.288;1:17.954;14.533;1:32.487;23.85;1:56.337
12;1;21;1:56.171;0;;39.484;0;38.118;0;38.569;0;118.9;44:32.920;14:50:21.743;0:39.484;0:38.118;0:38.569;182.1;;Am;;Toyota Gazoo Racing;GF;39.484;38.118;38.569;16.535;16.535;22.949;39.484;15.707;55.191;22.411;1:17.602;14.633;1:32.235;23.936;1:56.171
12;1;22;1:56.145;2;;39.063;0;38.063;2;39.019;0;119.0;46:29.065;14:52:17.888;0:39.063;0:38.063;0:39.019;184.3;;Am;;Toyota Gazoo Racing;GF;39.063;38.063;39.019;16.341;16.341;22.722;39.063;15.794;54.857;22.269;1:17.126;14.629;1:31.755;24.39;1:56.145
12;1;23;1:57.375;0;;39.466;0;38.791;0;39.118;0;117.7;48:26.440;14:54:15.263;0:39.466;0:38.791;0:39.118;183.1;;Am;;Toyota Gazoo Racing;FF;39.466;38.791;39.118;16.512;16.512;22.954;39.466;15.91;55.376;22.881;1:18.257;14.815;1:33.072;24.303;1:57.375
13;1;1;2:41.772;0;;48.902;0;52.961;0;59.909;0;85.4;2:41.772;14:08:30.595;0:48.902;0:52.961;0:59.909;132.0;;Am;;Toyota Gazoo Racing;GF;48.902;52.961;59.909;;;;48.902;22.011;1:10.913;30.95;1:41.863;21.885;2:03.748;38.024;2:41.772
13;1;2;1:54.693;0;;39.888;0;37.112;0;37.693;0;120.5;4:36.465;14:10:25.288;0:39.888;0:37.112;0:37.693;187.2;;Am;;Toyota Gazoo Racing;GF;39.888;37.112;37.693;17.069;17.069;22.819;39.888;15.479;55.367;21.633;1:17.000;14.178;1:31.178;23.515;1:54.693
13;1;3;1:53.067;0;;38.077;0;37.212;0;37.778;0;122.2;6:29.532;14:12:18.355;0:38.077;0:37.212;0:37.778;189.1;;Am;;Toyota Gazoo Racing;GF;38.077;37.212;37.778;15.887;15.887;22.19;38.077;15.472;53.549;21.74;1:15.289;14.309;1:29.598;23.469;1:53.067
13;1;4;1:52.570;0;;37.840;0;37.277;0;37.453;0;122.7;8:22.102;14:14:10.925;0:37.840;0:37.277;0:37.453;188.2;;Am;;Toyota Gazoo Racing;GF;37.84;37.277;37.453;15.679;15.679;22.161;37.840;15.51;53.350;21.767;1:15.117;14.124;1:29.241;23.329;1:52.570
13;1;5;2:05.707;0;;37.654;0;40.553;0;47.500;0;109.9;10:27.809;14:16:16.632;0:37.654;0:40.553;0:47.500;182.1;;Am;;Toyota Gazoo Racing;FCY;37.654;40.553;47.5;15.503;15.503;22.151;37.654;15.533;53.187;25.02;1:18.207;17.726;1:35.933;29.774;2:05.707
13;1;6;2:55.083;0;;1:03.767;0;57.868;0;53.448;0;78.9;13:22.892;14:19:11.715;1:03.767;0:57.868;0:53.448;131.1;;Am;;Toyota Gazoo Racing;FCY;63.767;57.868;53.448;23.270;23.270;40.497;1:03.767;27.423;1:31.190;30.445;2:01.635;20.519;2:22.154;32.929;2:55.083
13;1;7;2:47.504;0;;54.487;0;1:00.935;0;52.082;0;82.5;16:10.396;14:21:59.219;0:54.487;1:00.935;0:52.082;114.0;;Am;;Toyota Gazoo Racing;FCY;54.487;60.935;52.082;22.519;22.519;31.968;54.487;27.106;1:21.593;33.829;1:55.422;19.825;2:15.247;32.257;2:47.504
13;1;8;2:29.609;0;;48.315;0;49.010;0;52.284;0;92.4;18:40.005;14:24:28.828;0:48.315;0:49.010;0:52.284;121.1;;Am;;Toyota Gazoo Racing;GF;48.315;49.01;52.284;21.061;21.061;27.254;48.315;21.553;1:09.868;27.457;1:37.325;19.908;1:57.233;32.376;2:29.609
13;1;9;1:52.401;0;;37.999;0;37.013;0;37.389;0;122.9;20:32.406;14:26:21.229;0:37.999;0:37.013;0:37.389;185.2;;Am;;Toyota Gazoo Racing;GF;37.999;37.013;37.389;15.819;15.819;22.18;37.999;15.394;53.393;21.619;1:15.012;14.168;1:29.180;23.221;1:52.401
13;1;10;1:52.636;0;;37.797;0;37.316;0;37.523;0;122.7;22:25.042;14:28:13.865;0:37.797;0:37.316;0:37.523;185.2;;Am;;Toyota Gazoo Racing;GF;37.797;37.316;37.523;15.578;15.578;22.219;37.797;15.449;53.246;21.867;1:15.113;14.165;1:29.278;23.358;1:52.636
13;1;11;1:52.363;0;;37.612;0;37.241;0;37.510;0;123.0;24:17.405;14:30:06.228;0:37.612;0:37.241;0:37.510;188.2;;Am;;Toyota Gazoo Racing;GF;37.612;37.241;37.51;15.483;15.483;22.129;37.612;15.406;53.018;21.835;1:14.853;14.195;1:29.048;23.315;1:52.363
13;1;12;1:52.356;0;;37.714;0;37.120;0;37.522;0;123.0;26:09.761;14:31:58.584;0:37.714;0:37.120;0:37.522;190.1;;Am;;Toyota Gazoo Racing;GF;37.714;37.12;37.522;15.605;15.605;22.109;37.714;15.32;53.034;21.8;1:14.834;14.191;1:29.025;23.331;1:52.356
13;1;13;1:52.821;0;;37.560;0;37.767;0;37.494;0;122.5;28:02.582;14:33:51.405;0:37.560;0:37.767;0:37.494;188.2;;Am;;Toyota Gazoo Racing;GF;37.56;37.767;37.494;15.476;15.476;22.084;37.560;15.487;53.047;22.28;1:15.327;14.257;1:29.584;23.237;1:52.821
13;1;14;1:52.363;0;;37.728;0;37.002;0;37.633;0;123.0;29:54.945;14:35:43.768;0:37.728;0:37.002;0:37.633;189.1;;Am;;Toyota Gazoo Racing;GF;37.728;37.002;37.633;15.517;15.517;22.211;37.728;15.374;53.102;21.628;1:14.730;14.216;1:28.946;23.417;1:52.363
13;1;15;1:51.989;0;;37.576;0;36.994;0;37.419;0;123.4;31:46.934;14:37:35.757;0:37.576;0:36.994;0:37.419;188.2;;Am;;Toyota Gazoo Racing;GF;37.576;36.994;37.419;15.503;15.503;22.073;37.576;15.382;52.958;21.612;1:14.570;14.198;1:28.768;23.221;1:51.989
13;1;16;1:52.038;0;;37.517;0;37.115;0;37.406;0;123.3;33:38.972;14:39:27.795;0:37.517;0:37.115;0:37.406;188.2;;Am;;Toyota Gazoo Racing;GF;37.517;37.115;37.406;15.449;15.449;22.068;37.517;15.272;52.789;21.843;1:14.632;14.143;1:28.775;23.263;1:52.038
13;1;17;1:51.724;2;;37.394;2;37.015;0;37.315;2;123.7;35:30.696;14:41:19.519;0:37.394;0:37.015;0:37.315;189.1;;Am;;Toyota Gazoo Racing;GF;37.394;37.015;37.315;15.425;15.425;21.969;37.394;15.362;52.756;21.653;1:14.409;14.096;1:28.505;23.219;1:51.724
13;1;18;1:51.808;0;;37.485;0;36.967;0;37.356;0;123.6;37:22.504;14:43:11.327;0:37.485;0:36.967;0:37.356;189.1;;Am;;Toyota Gazoo Racing;GF;37.485;36.967;37.356;15.450;15.450;22.035;37.485;15.294;52.779;21.673;1:14.452;14.117;1:28.569;23.239;1:51.808
13;1;19;1:51.985;0;;37.611;0;36.968;0;37.406;0;123.4;39:14.489;14:45:03.312;0:37.611;0:36.968;0:37.406;189.1;;Am;;Toyota Gazoo Racing;GF;37.611;36.968;37.406;15.462;15.462;22.149;37.611;15.407;53.018;21.561;1:14.579;14.242;1:28.821;23.164;1:51.985
13;1;20;1:52.064;0;;37.671;0;36.928;2;37.465;0;123.3;41:06.553;14:46:55.376;0:37.671;0:36.928;0:37.465;189.1;;Am;;Toyota Gazoo Racing;GF;37.671;36.928;37.465;15.581;15.581;22.09;37.671;15.339;53.010;21.589;1:14.599;14.222;1:28.821;23.243;1:52.064
13;1;21;1:52.704;0;;37.700;0;36.975;0;38.029;0;122.6;42:59.257;14:48:48.080;0:37.700;0:36.975;0:38.029;189.1;;Am;;Toyota Gazoo Racing;GF;37.7;36.975;38.029;15.546;15.546;22.154;37.700;15.354;53.054;21.621;1:14.675;14.223;1:28.898;23.806;1:52.704
13;1;22;1:53.072;0;;38.476;0;37.166;0;37.430;0;122.2;44:52.329;14:50:41.152;0:38.476;0:37.166;0:37.430;189.1;;Am;;Toyota Gazoo Racing;GF;38.476;37.166;37.43;16.060;16.060;22.416;38.476;15.518;53.994;21.648;1:15.642;14.176;1:29.818;23.254;1:53.072
13;1;23;1:52.021;0;;37.563;0;37.066;0;37.392;0;123.4;46:44.350;14:52:33.173;0:37.563;0:37.066;0:37.392;189.1;;Am;;Toyota Gazoo Racing;FF;37.563;37.066;37.392;15.450;15.450;22.113;37.563;15.378;52.941;21.688;1:14.629;14.14;1:28.769;23.252;1:52.021
14;1;1;2:43.733;0;;59.078;0;51.258;0;53.397;0;84.4;2:43.733;14:08:32.556;0:59.078;0:51.258;0:53.397;143.0;;Am;;Toyota Gazoo Racing;GF;59.078;51.258;53.397;;;;59.078;23.285;1:22.363;27.973;1:50.336;20.861;2:11.197;32.536;2:43.733
14;1;2;1:59.839;0;;42.579;0;38.630;0;38.630;0;115.3;4:43.572;14:10:32.395;0:42.579;0:38.630;0:38.630;183.1;;Am;;Toyota Gazoo Racing;GF;42.579;38.63;38.63;17.749;17.749;24.83;42.579;15.931;58.510;22.699;1:21.209;14.524;1:35.733;24.106;1:59.839
14;1;3;1:55.155;0;;38.710;0;37.785;0;38.660;0;120.0;6:38.727;14:12:27.550;0:38.710;0:37.785;0:38.660;184.3;;Am;;Toyota Gazoo Racing;GF;38.71;37.785;38.66;15.752;15.752;22.958;38.710;15.721;54.431;22.064;1:16.495;14.693;1:31.188;23.967;1:55.155
14;1;4;1:54.396;0;;38.641;0;37.502;0;38.253;0;120.8;8:33.123;14:14:21.946;0:38.641;0:37.502;0:38.253;186.2;;Am;;Toyota Gazoo Racing;GF;38.641;37.502;38.253;15.770;15.770;22.871;38.641;15.788;54.429;21.714;1:16.143;14.37;1:30.513;23.883;1:54.396
14;1;5;2:02.866;0;;38.714;0;40.769;0;43.383;0;112.5;10:35.989;14:16:24.812;0:38.714;0:40.769;0:43.383;177.0;;Am;;Toyota Gazoo Racing;FCY;38.714;40.769;43.383;15.837;15.837;22.877;38.714;16.742;55.456;24.027;1:19.483;15.906;1:35.389;27.477;2:02.866
14;1;6;2:56.931;0;;1:05.558;0;58.073;0;53.300;0;78.1;13:32.920;14:19:21.743;1:05.558;0:58.073;0:53.300;136.0;;Am;;Toyota Gazoo Racing;FCY;65.558;58.073;53.3;24.957;24.957;40.601;1:05.558;29.539;1:35.097;28.534;2:03.631;20.268;2:23.899;33.032;2:56.931
14;1;7;2:47.359;0;;55.204;0;59.862;0;52.293;0;82.6;16:20.279;14:22:09.102;0:55.204;0:59.862;0:52.293;142.1;;Am;;Toyota Gazoo Racing;FCY;55.204;59.862;52.293;23.580;23.580;31.624;55.204;27.332;1:22.536;32.53;1:55.066;20.297;2:15.363;31.996;2:47.359
14;1;8;2:26.669;0;;46.614;0;48.475;0;51.580;0;94.2;18:46.948;14:24:35.771;0:46.614;0:48.475;0:51.580;155.2;;Am;;Toyota Gazoo Racing;GF;46.614;48.475;51.58;21.698;21.698;24.916;46.614;24.022;1:10.636;24.453;1:35.089;19.477;1:54.566;32.103;2:26.669
14;1;9;1:54.020;0;;38.424;0;37.243;2;38.353;0;121.2;20:40.968;14:26:29.791;0:38.424;0:37.243;0:38.353;185.2;;Am;;Toyota Gazoo Racing;GF;38.424;37.243;38.353;15.895;15.895;22.529;38.424;15.497;53.921;21.746;1:15.667;14.51;1:30.177;23.843;1:54.020
14;1;10;1:53.568;2;;38.268;0;37.276;0;38.024;0;121.7;22:34.536;14:28:23.359;0:38.268;0:37.276;0:38.024;185.2;;Am;;Toyota Gazoo Racing;GF;38.268;37.276;38.024;15.914;15.914;22.354;38.268;15.554;53.822;21.722;1:15.544;14.303;1:29.847;23.721;1:53.568
14;1;11;1:54.429;0;;38.343;0;37.728;0;38.358;0;120.8;24:28.965;14:30:17.788;0:38.343;0:37.728;0:38.358;182.1;;Am;;Toyota Gazoo Racing;GF;38.343;37.728;38.358;15.843;15.843;22.5;38.343;15.652;53.995;22.076;1:16.071;14.69;1:30.761;23.668;1:54.429
14;1;12;2:02.998;0;;39.391;0;;0;;0;112.3;26:31.963;14:32:20.786;0:39.391;;;178.2;;Am;;Toyota Gazoo Racing;GF;39.391;;;15.834;15.834;23.557;39.391;15.697;55.088;;;;1:37.292;25.706;2:02.998
14;1;13;1:54.321;0;;38.372;0;37.616;0;38.333;0;120.9;28:26.284;14:34:15.107;0:38.372;0:37.616;0:38.333;184.3;;Am;;Toyota Gazoo Racing;GF;38.372;37.616;38.333;15.965;15.965;22.407;38.372;15.829;54.201;21.787;1:15.988;14.659;1:30.647;23.674;1:54.321
14;1;14;1:55.420;0;;39.287;0;37.967;0;38.166;0;119.7;30:21.704;14:36:10.527;0:39.287;0:37.967;0:38.166;186.2;;Am;;Toyota Gazoo Racing;GF;39.287;37.967;38.166;16.736;16.736;22.551;39.287;15.621;54.908;22.346;1:17.254;14.405;1:31.659;23.761;1:55.420
14;1;15;1:54.535;0;;38.716;0;37.841;0;37.978;0;120.6;32:16.239;14:38:05.062;0:38.716;0:37.841;0:37.978;186.2;;Am;;Toyota Gazoo Racing;GF;38.716;37.841;37.978;16.076;16.076;22.64;38.716;15.492;54.208;22.349;1:16.557;14.33;1:30.887;23.648;1:54.535
14;1;16;1:54.215;0;;38.184;0;37.341;0;38.690;0;121.0;34:10.454;14:39:59.277;0:38.184;0:37.341;0:38.690;184.3;;Am;;Toyota Gazoo Racing;GF;38.184;37.341;38.69;15.880;15.880;22.304;38.184;15.503;53.687;21.838;1:15.525;14.826;1:30.351;23.864;1:54.215
14;1;17;1:54.557;0;;38.120;2;37.876;0;38.561;0;120.6;36:05.011;14:41:53.834;0:38.120;0:37.876;0:38.561;186.2;;Am;;Toyota Gazoo Racing;GF;38.12;37.876;38.561;15.691;15.691;22.429;38.120;15.576;53.696;22.3;1:15.996;14.59;1:30.586;23.971;1:54.557
14;1;18;1:55.601;0;;38.501;0;37.842;0;39.258;0;119.5;38:00.612;14:43:49.435;0:38.501;0:37.842;0:39.258;182.1;;Am;;Toyota Gazoo Racing;GF;38.501;37.842;39.258;16.058;16.058;22.443;38.501;15.504;54.005;22.338;1:16.343;15.348;1:31.691;23.91;1:55.601
14;1;19;1:54.519;0;;38.519;0;37.493;0;38.507;0;120.7;39:55.131;14:45:43.954;0:38.519;0:37.493;0:38.507;186.2;;Am;;Toyota Gazoo Racing;GF;38.519;37.493;38.507;16.008;16.008;22.511;38.519;15.757;54.276;21.736;1:16.012;14.509;1:30.521;23.998;1:54.519
14;1;20;1:55.503;0;;38.414;0;38.297;0;38.792;0;119.6;41:50.634;14:47:39.457;0:38.414;0:38.297;0:38.792;187.2;;Am;;Toyota Gazoo Racing;GF;38.414;38.297;38.792;15.803;15.803;22.611;38.414;15.824;54.238;22.473;1:16.711;15.089;1:31.800;23.703;1:55.503
14;1;21;1:55.244;0;;39.727;0;37.678;0;37.839;2;119.9;43:45.878;14:49:34.701;0:39.727;0:37.678;0:37.839;187.2;;Am;;Toyota Gazoo Racing;GF;39.727;37.678;37.839;16.455;16.455;23.272;39.727;15.818;55.545;21.86;1:17.405;14.292;1:31.697;23.547;1:55.244
14;1;22;1:55.536;0;;39.008;0;37.880;0;38.648;0;119.6;45:41.414;14:51:30.237;0:39.008;0:37.880;0:38.648;186.2;;Am;;Toyota Gazoo Racing;GF;39.008;37.88;38.648;16.184;16.184;22.824;39.008;15.643;54.651;22.237;1:16.888;14.585;1:31.473;24.063;1:55.536
14;1;23;1:55.581;0;;38.470;0;38.610;0;38.501;0;119.6;47:36.995;14:53:25.818;0:38.470;0:38.610;0:38.501;186.2;;Am;;Toyota Gazoo Racing;FF;38.47;38.61;38.501;16.071;16.071;22.399;38.470;16.464;54.934;22.146;1:17.080;14.525;1:31.605;23.976;1:55.581
15;1;1;2:44.312;0;;1:01.781;0;50.562;0;51.969;0;84.1;2:44.312;14:08:33.135;1:01.781;0:50.562;0:51.969;155.2;;Am;;Toyota Gazoo Racing;GF;61.781;50.562;51.969;;;;1:01.781;23.845;1:25.626;26.717;1:52.343;20.944;2:13.287;31.025;2:44.312
15;1;2;2:01.091;0;;42.283;0;39.460;0;39.348;0;114.1;4:45.403;14:10:34.226;0:42.283;0:39.460;0:39.348;173.1;;Am;;Toyota Gazoo Racing;GF;42.283;39.46;39.348;17.643;17.643;24.64;42.283;15.939;58.222;23.521;1:21.743;15.389;1:37.132;23.959;2:01.091
15;1;3;1:55.231;0;;39.144;0;37.724;0;38.363;0;119.9;6:40.634;14:12:29.457;0:39.144;0:37.724;0:38.363;185.2;;Am;;Toyota Gazoo Racing;GF;39.144;37.724;38.363;16.061;16.061;23.083;39.144;15.775;54.919;21.949;1:16.868;14.462;1:31.330;23.901;1:55.231
15;1;4;1:54.242;0;;38.593;0;37.487;2;38.162;0;121.0;8:34.876;14:14:23.699;0:38.593;0:37.487;0:38.162;186.2;;Am;;Toyota Gazoo Racing;GF;38.593;37.487;38.162;15.868;15.868;22.725;38.593;15.598;54.191;21.889;1:16.080;14.35;1:30.430;23.812;1:54.242
15;1;5;2:02.581;0;;38.402;0;42.155;0;42.024;0;112.7;10:37.457;14:16:26.280;0:38.402;0:42.155;0:42.024;180.0;;Am;;Toyota Gazoo Racing;FCY;38.402;42.155;42.024;15.587;15.587;22.815;38.402;16.94;55.342;25.215;1:20.557;15.229;1:35.786;26.795;2:02.581
15;1;6;2:57.036;0;;1:06.450;0;59.180;0;51.406;0;78.1;13:34.493;14:19:23.316;1:06.450;0:59.180;0:51.406;157.2;;Am;;Toyota Gazoo Racing;FCY;66.45;59.18;51.406;25.386;25.386;41.064;1:06.450;29.644;1:36.094;29.536;2:05.630;18.203;2:23.833;33.203;2:57.036
15;1;7;2:47.030;0;;56.051;0;58.791;0;52.188;0;82.7;16:21.523;14:22:10.346;0:56.051;0:58.791;0:52.188;141.2;;Am;;Toyota Gazoo Racing;FCY;56.051;58.791;52.188;23.538;23.538;32.513;56.051;27.102;1:23.153;31.689;1:54.842;19.953;2:14.795;32.235;2:47.030
15;1;8;2:26.544;0;;46.614;0;49.183;0;50.747;0;94.3;18:48.067;14:24:36.890;0:46.614;0:49.183;0:50.747;155.2;;Am;;Toyota Gazoo Racing;GF;46.614;49.183;50.747;22.109;22.109;24.505;46.614;25.373;1:11.987;23.81;1:35.797;18.41;1:54.207;32.337;2:26.544
15;1;9;1:54.035;0;;38.325;0;37.630;0;38.080;0;121.2;20:42.102;14:26:30.925;0:38.325;0:37.630;0:38.080;186.2;;Am;;Toyota Gazoo Racing;GF;38.325;37.63;38.08;15.723;15.723;22.602;38.325;15.754;54.079;21.876;1:15.955;14.256;1:30.211;23.824;1:54.035
15;1;10;1:54.587;0;;38.646;0;37.775;0;38.166;0;120.6;22:36.689;14:28:25.512;0:38.646;0:37.775;0:38.166;185.2;;Am;;Toyota Gazoo Racing;GF;38.646;37.775;38.166;15.746;15.746;22.9;38.646;15.685;54.331;22.09;1:16.421;14.422;1:30.843;23.744;1:54.587
15;1;11;1:55.170;0;;38.926;0;37.840;0;38.404;0;120.0;24:31.859;14:30:20.682;0:38.926;0:37.840;0:38.404;184.3;;Am;;Toyota Gazoo Racing;GF;38.926;37.84;38.404;15.814;15.814;23.112;38.926;15.854;54.780;21.986;1:16.766;14.554;1:31.320;23.85;1:55.170
15;1;12;1:55.571;0;;38.404;0;37.820;0;39.347;0;119.6;26:27.430;14:32:16.253;0:38.404;0:37.820;0:39.347;179.1;;Am;;Toyota Gazoo Racing;GF;38.404;37.82;39.347;15.757;15.757;22.647;38.404;15.655;54.059;22.165;1:16.224;15.338;1:31.562;24.009;1:55.571
15;1;13;1:54.663;0;;38.587;0;37.742;0;38.334;0;120.5;28:22.093;14:34:10.916;0:38.587;0:37.742;0:38.334;185.2;;Am;;Toyota Gazoo Racing;GF;38.587;37.742;38.334;15.833;15.833;22.754;38.587;15.73;54.317;22.012;1:16.329;14.45;1:30.779;23.884;1:54.663
15;1;14;1:53.871;0;;38.034;2;37.770;0;38.067;0;121.3;30:15.964;14:36:04.787;0:38.034;0:37.770;0:38.067;186.2;;Am;;Toyota Gazoo Racing;GF;38.034;37.77;38.067;15.646;15.646;22.388;38.034;15.778;53.812;21.992;1:15.804;14.315;1:30.119;23.752;1:53.871
15;1;15;1:54.804;0;;38.807;0;37.798;0;38.199;0;120.4;32:10.768;14:37:59.591;0:38.807;0:37.798;0:38.199;184.3;;Am;;Toyota Gazoo Racing;GF;38.807;37.798;38.199;15.625;15.625;23.182;38.807;15.684;54.491;22.114;1:16.605;14.438;1:31.043;23.761;1:54.804
15;1;16;1:54.526;0;;38.283;0;37.774;0;38.469;0;120.7;34:05.294;14:39:54.117;0:38.283;0:37.774;0:38.469;183.1;;Am;;Toyota Gazoo Racing;GF;38.283;37.774;38.469;15.761;15.761;22.522;38.283;15.744;54.027;22.03;1:16.057;14.501;1:30.558;23.968;1:54.526
15;1;17;1:54.102;0;;38.377;0;37.507;0;38.218;0;121.1;35:59.396;14:41:48.219;0:38.377;0:37.507;0:38.218;184.3;;Am;;Toyota Gazoo Racing;GF;38.377;37.507;38.218;15.853;15.853;22.524;38.377;15.596;53.973;21.911;1:15.884;14.385;1:30.269;23.833;1:54.102
15;1;18;1:56.331;0;;38.146;0;39.363;0;38.822;0;118.8;37:55.727;14:43:44.550;0:38.146;0:39.363;0:38.822;183.1;;Am;;Toyota Gazoo Racing;GF;38.146;39.363;38.822;15.806;15.806;22.34;38.146;15.659;53.805;23.704;1:17.509;14.881;1:32.390;23.941;1:56.331
15;1;19;1:54.038;0;;38.101;0;37.850;0;38.087;0;121.2;39:49.765;14:45:38.588;0:38.101;0:37.850;0:38.087;185.2;;Am;;Toyota Gazoo Racing;GF;38.101;37.85;38.087;15.718;15.718;22.383;38.101;15.909;54.010;21.941;1:15.951;14.4;1:30.351;23.687;1:54.038
15;1;20;1:54.729;0;;38.140;0;37.838;0;38.751;0;120.4;41:44.494;14:47:33.317;0:38.140;0:37.838;0:38.751;186.2;;Am;;Toyota Gazoo Racing;GF;38.14;37.838;38.751;15.817;15.817;22.323;38.140;15.773;53.913;22.065;1:15.978;14.924;1:30.902;23.827;1:54.729
15;1;21;1:54.025;0;;38.488;0;37.573;0;37.964;0;121.2;43:38.519;14:49:27.342;0:38.488;0:37.573;0:37.964;184.3;;Am;;Toyota Gazoo Racing;GF;38.488;37.573;37.964;15.783;15.783;22.705;38.488;15.586;54.074;21.987;1:16.061;14.483;1:30.544;23.481;1:54.025
15;1;22;1:54.193;0;;38.191;0;37.750;0;38.252;0;121.0;45:32.712;14:51:21.535;0:38.191;0:37.750;0:38.252;185.2;;Am;;Toyota Gazoo Racing;GF;38.191;37.75;38.252;15.853;15.853;22.338;38.191;15.7;53.891;22.05;1:15.941;14.437;1:30.378;23.815;1:54.193
15;1;23;1:53.855;2;;38.201;0;37.826;0;37.828;2;121.4;47:26.567;14:53:15.390;0:38.201;0:37.826;0:37.828;186.2;;Am;;Toyota Gazoo Racing;FF;38.201;37.826;37.828;15.799;15.799;22.402;38.201;15.677;53.878;22.149;1:16.027;14.328;1:30.355;23.5;1:53.855
16;1;1;2:42.548;0;;52.591;0;51.384;0;58.573;0;85.0;2:42.548;14:08:31.371;0:52.591;0:51.384;0:58.573;134.2;;Am;;Toyota Gazoo Racing;GF;52.591;51.384;58.573;;;;52.591;21.723;1:14.314;29.661;1:43.975;21.208;2:05.183;37.365;2:42.548
16;1;2;1:55.675;0;;40.394;0;37.308;0;37.973;0;119.5;4:38.223;14:10:27.046;0:40.394;0:37.308;0:37.973;187.2;;Am;;Toyota Gazoo Racing;GF;40.394;37.308;37.973;17.164;17.164;23.23;40.394;15.471;55.865;21.837;1:17.702;14.333;1:32.035;23.64;1:55.675
16;1;3;1:53.207;0;;38.209;0;37.350;0;37.648;0;122.1;6:31.430;14:12:20.253;0:38.209;0:37.350;0:37.648;187.2;;Am;;Toyota Gazoo Racing;GF;38.209;37.35;37.648;16.018;16.018;22.191;38.209;15.516;53.725;21.834;1:15.559;14.229;1:29.788;23.419;1:53.207
16;1;4;1:53.075;0;;38.016;0;37.414;0;37.645;0;122.2;8:24.505;14:14:13.328;0:38.016;0:37.414;0:37.645;187.2;;Am;;Toyota Gazoo Racing;GF;38.016;37.414;37.645;15.792;15.792;22.224;38.016;15.652;53.668;21.762;1:15.430;14.183;1:29.613;23.462;1:53.075
16;1;5;2:06.227;0;;37.702;0;40.417;0;48.108;0;109.5;10:30.732;14:16:19.555;0:37.702;0:40.417;0:48.108;181.2;;Am;;Toyota Gazoo Racing;FCY;37.702;40.417;48.108;15.619;15.619;22.083;37.702;15.485;53.187;24.932;1:18.119;17.596;1:35.715;30.512;2:06.227
16;1;6;2:54.922;0;;1:03.437;0;58.023;0;53.462;0;79.0;13:25.654;14:19:14.477;1:03.437;0:58.023;0:53.462;128.1;;Am;;Toyota Gazoo Racing;FCY;63.437;58.023;53.462;22.981;22.981;40.456;1:03.437;28.062;1:31.499;29.961;2:01.460;20.415;2:21.875;33.047;2:54.922
16;1;7;2:47.395;0;;55.207;0;1:00.374;0;51.814;0;82.5;16:13.049;14:22:01.872;0:55.207;1:00.374;0:51.814;121.1;;Am;;Toyota Gazoo Racing;FCY;55.207;60.374;51.814;22.582;22.582;32.625;55.207;26.66;1:21.867;33.714;1:55.581;19.231;2:14.812;32.583;2:47.395
